1	1	1	2006-02-15T05:09:17Z
2	1	1	2006-02-15T05:09:17Z
3	1	1	2006-02-15T05:09:17Z
4	1	1	2006-02-15T05:09:17Z
5	1	2	2006-02-15T05:09:17Z
6	1	2	2006-02-15T05:09:17Z
7	1	2	2006-02-15T05:09:17Z
8	1	2	2006-02-15T05:09:17Z
9	2	2	2006-02-15T05:09:17Z
10	2	2	2006-02-15T05:09:17Z
11	2	2	2006-02-15T05:09:17Z
12	3	2	2006-02-15T05:09:17Z
13	3	2	2006-02-15T05:09:17Z
14	3	2	2006-02-15T05:09:17Z
15	3	2	2006-02-15T05:09:17Z
16	4	1	2006-02-15T05:09:17Z
17	4	1	2006-02-15T05:09:17Z
18	4	1	2006-02-15T05:09:17Z
19	4	1	2006-02-15T05:09:17Z
20	4	2	2006-02-15T05:09:17Z
21	4	2	2006-02-15T05:09:17Z
22	4	2	2006-02-15T05:09:17Z
23	5	2	2006-02-15T05:09:17Z
24	5	2	2006-02-15T05:09:17Z
25	5	2	2006-02-15T05:09:17Z
26	6	1	2006-02-15T05:09:17Z
27	6	1	2006-02-15T05:09:17Z
28	6	1	2006-02-15T05:09:17Z
29	6	2	2006-02-15T05:09:17Z
30	6	2	2006-02-15T05:09:17Z
31	6	2	2006-02-15T05:09:17Z
32	7	1	2006-02-15T05:09:17Z
33	7	1	2006-02-15T05:09:17Z
34	7	2	2006-02-15T05:09:17Z
35	7	2	2006-02-15T05:09:17Z
36	7	2	2006-02-15T05:09:17Z
37	8	2	2006-02-15T05:09:17Z
38	8	2	2006-02-15T05:09:17Z
39	8	2	2006-02-15T05:09:17Z
40	8	2	2006-02-15T05:09:17Z
41	9	1	2006-02-15T05:09:17Z
42	9	1	2006-02-15T05:09:17Z
43	9	1	2006-02-15T05:09:17Z
44	9	2	2006-02-15T05:09:17Z
45	9	2	2006-02-15T05:09:17Z
46	10	1	2006-02-15T05:09:17Z
47	10	1	2006-02-15T05:09:17Z
48	10	1	2006-02-15T05:09:17Z
49	10	1	2006-02-15T05:09:17Z
50	10	2	2006-02-15T05:09:17Z
51	10	2	2006-02-15T05:09:17Z
52	10	2	2006-02-15T05:09:17Z
53	11	1	2006-02-15T05:09:17Z
54	11	1	2006-02-15T05:09:17Z
55	11	1	2006-02-15T05:09:17Z
56	11	1	2006-02-15T05:09:17Z
57	11	2	2006-02-15T05:09:17Z
58	11	2	2006-02-15T05:09:17Z
59	11	2	2006-02-15T05:09:17Z
60	12	1	2006-02-15T05:09:17Z
61	12	1	2006-02-15T05:09:17Z
62	12	1	2006-02-15T05:09:17Z
63	12	2	2006-02-15T05:09:17Z
64	12	2	2006-02-15T05:09:17Z
65	12	2	2006-02-15T05:09:17Z
66	12	2	2006-02-15T05:09:17Z
67	13	2	2006-02-15T05:09:17Z
68	13	2	2006-02-15T05:09:17Z
69	13	2	2006-02-15T05:09:17Z
70	13	2	2006-02-15T05:09:17Z
71	15	1	2006-02-15T05:09:17Z
72	15	1	2006-02-15T05:09:17Z
73	15	2	2006-02-15T05:09:17Z
74	15	2	2006-02-15T05:09:17Z
75	15	2	2006-02-15T05:09:17Z
76	15	2	2006-02-15T05:09:17Z
77	16	1	2006-02-15T05:09:17Z
78	16	1	2006-02-15T05:09:17Z
79	16	2	2006-02-15T05:09:17Z
80	16	2	2006-02-15T05:09:17Z
81	17	1	2006-02-15T05:09:17Z
82	17	1	2006-02-15T05:09:17Z
83	17	1	2006-02-15T05:09:17Z
84	17	2	2006-02-15T05:09:17Z
85	17	2	2006-02-15T05:09:17Z
86	17	2	2006-02-15T05:09:17Z
87	18	1	2006-02-15T05:09:17Z
88	18	1	2006-02-15T05:09:17Z
89	18	1	2006-02-15T05:09:17Z
90	18	2	2006-02-15T05:09:17Z
91	18	2	2006-02-15T05:09:17Z
92	18	2	2006-02-15T05:09:17Z
93	19	1	2006-02-15T05:09:17Z
94	19	1	2006-02-15T05:09:17Z
95	19	1	2006-02-15T05:09:17Z
96	19	1	2006-02-15T05:09:17Z
97	19	2	2006-02-15T05:09:17Z
98	19	2	2006-02-15T05:09:17Z
99	20	1	2006-02-15T05:09:17Z
100	20	1	2006-02-15T05:09:17Z
101	20	1	2006-02-15T05:09:17Z
102	21	1	2006-02-15T05:09:17Z
103	21	1	2006-02-15T05:09:17Z
104	21	2	2006-02-15T05:09:17Z
105	21	2	2006-02-15T05:09:17Z
106	21	2	2006-02-15T05:09:17Z
107	21	2	2006-02-15T05:09:17Z
108	22	1	2006-02-15T05:09:17Z
109	22	1	2006-02-15T05:09:17Z
110	22	1	2006-02-15T05:09:17Z
111	22	1	2006-02-15T05:09:17Z
112	22	2	2006-02-15T05:09:17Z
113	22	2	2006-02-15T05:09:17Z
114	22	2	2006-02-15T05:09:17Z
115	23	1	2006-02-15T05:09:17Z
116	23	1	2006-02-15T05:09:17Z
